Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,44.86,-75.48,,,,,,27.66,195.0,-50.28,43.75
3-Year Average,13.5,-44.05,,,-33.85,,,76.03,,23.25,
5-Year Average,5.43,-20.41,,,-36.55,,4.34,,,51.57,
10-Year Average,4.69,-10.25,,,-24.17,,-8.87,-5.53,-2.02,-1.94,
