Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-56.02,2.56,2.5,-17.07,24.51,52.76,64.43,-55.49,-21.83,5.41,123.81
3-Year Average,-7.74,3.26,-22.67,-4.47,1.91,16.4,46.24,3.79,-16.98,-28.42,
5-Year Average,-4.33,17.32,-3.76,-1.32,-13.75,10.64,21.6,2.91,1.71,-1.63,
10-Year Average,7.52,3.51,4.14,5.63,0.4,2.88,19.44,-0.48,0.18,-7.89,
