Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,17.99,-20.39,17.9,19.85,17.95,-0.43,-24.47,-48.5,14.44,28.34,
3-Year Average,26.3,8.04,3.46,4.0,18.56,12.07,-3.92,-27.11,-23.64,-8.89,
5-Year Average,39.8,18.95,13.59,12.25,9.38,5.73,4.62,-11.35,-12.16,-10.67,
10-Year Average,43.83,43.6,34.27,29.97,28.32,21.58,11.56,0.35,-0.71,-1.15,
