Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,4.13,4.81,5.48,6.43,,7.31,7.26,7.22,7.4,7.45,7.2
Gross Margin,95.87,95.19,94.52,93.57,100.0,92.69,92.74,92.78,92.6,92.55,92.8
SG&A,40.62,43.46,45.34,40.02,45.51,37.59,35.7,35.3,36.26,37.27,36.66
R&D,,,,,,,,,,,
Other,10.53,11.64,11.61,9.76,9.83,9.97,10.04,10.0,11.13,14.23,9.58
Operating Margin,44.72,40.09,37.57,43.79,44.66,45.14,47.0,47.48,45.21,41.05,46.56
Net Int Inc & Other,3.61,-2.47,-0.68,1.42,0.86,2.34,1.81,2.82,2.46,5.38,6.67
EBT Margin,48.32,37.62,36.89,45.2,45.52,47.48,48.8,50.3,47.67,46.43,53.23
