Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,0.04,6.61,7.92,1.45,1.62,10.26,-1.84,2.22,4.52
3-Year Average,,,,,4.8,5.29,3.62,4.36,3.22,3.42,
5-Year Average,,,,,,,3.48,5.51,3.78,2.66,
10-Year Average,,,,,,,,,,,
