Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,8.52,7.84,-9.1,3.53,10.71,1.25,7.83,-4.18,2.75,16.14,
3-Year Average,5.4,-4.99,2.08,0.5,1.38,5.09,6.52,1.51,2.01,4.57,
5-Year Average,3.95,7.33,2.8,-4.2,4.05,2.61,2.61,3.7,3.54,4.54,
10-Year Average,7.4,6.7,3.72,3.09,2.35,3.28,4.94,3.25,-0.4,4.29,
