Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-0.4,0.59,-11.93,6.14,6.9,2.03,2.45,0.09,-7.4,5.0,4.74
3-Year Average,2.07,0.79,-4.09,-2.03,-0.02,5.0,3.77,1.52,-1.71,-0.9,
5-Year Average,3.62,2.95,-1.19,-0.87,0.02,0.5,0.87,3.49,0.7,0.34,
10-Year Average,17.68,0.53,-1.07,0.02,1.68,2.05,1.91,1.12,-0.09,0.18,
