Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.07,-21.94,-12.88,9.41,4.14,22.06,21.11,13.75,26.2,6.37,-11.98
3-Year Average,16.53,1.19,-8.93,-9.39,-0.25,11.62,15.47,18.91,20.24,15.15,
5-Year Average,12.55,6.37,1.48,-0.25,-2.96,-1.11,7.97,13.89,17.19,17.68,
10-Year Average,6.7,3.93,1.7,2.76,4.7,5.5,7.17,7.5,8.12,6.87,
