Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-10.62,16.99,-33.17,16.49,-17.53,-5.6,-8.36,11.33,-3.63,1.89,-0.73
3-Year Average,-5.38,-0.62,-11.26,-3.07,-13.73,-3.21,-10.65,-1.25,-0.56,3.01,
5-Year Average,13.49,-6.0,-7.91,-5.24,-7.66,-6.65,-11.1,-1.54,-5.21,-1.11,
10-Year Average,9.12,4.9,-0.4,-0.78,-3.25,2.93,-8.59,-4.78,-5.22,-4.44,
