Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.73,-11.97,14.74,-3.7,8.62,1.75,-2.05,-8.08,18.81,0.35,-18.94
3-Year Average,,-0.54,1.24,-0.92,6.27,2.1,2.68,-2.88,2.27,3.1,
5-Year Average,,,,1.69,1.65,1.46,3.65,-0.85,3.4,1.78,
10-Year Average,,,,,,,,,2.54,1.72,
