Key Efficiency Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Days Sales Outstanding,,,,,,65.56,42.91,58.98,88.28,88.77,93.43
Days Inventory,,,,,,,,,,,
Payables Period,,,,,,47.88,33.33,39.96,68.77,84.22,69.82
Cash Conversion Cycle,,,,,,,,,,,
Receivables Turnover,,,,,,5.57,8.51,6.19,4.13,4.11,3.91
Inventory Turnover,,,,,,,,,,,
Fixed Assets Turnover,,,,,,106.37,199.45,303.11,191.97,94.81,53.8
Asset Turnover,,,,,,3.81,5.38,4.29,0.99,0.52,0.46
