Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,4.87,-60.23,79.53,41.51,18.83,0.49,14.26,1.09,-15.76,2.44,-11.05
3-Year Average,3.55,-28.52,-9.19,0.35,44.53,19.11,10.91,5.09,-0.91,-4.45,
5-Year Average,20.0,-7.5,-4.54,-1.48,4.72,3.83,28.23,14.31,3.05,0.03,
10-Year Average,3.79,-8.89,-4.25,13.2,13.84,11.62,8.91,4.46,0.76,2.35,
