Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,121.31,559.68,-66.56,-22.39,43.42,25.13,34.38,-29.23,
3-Year Average,,,,,69.65,19.63,-28.06,11.68,34.1,5.97,
5-Year Average,,,,,,,40.29,25.17,-8.94,5.78,
10-Year Average,,,,,,,,,,,
