Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,83.64,133.57,125.09,12.92,
Free Cash Flow Growth % YOY,,,,,,,277.76,114.54,176.47,-39.8,
Cap Ex as a % of Sales,,,,,,5.67,5.93,9.99,12.09,18.23,16.87
Free Cash Flow/Sales %,,,,,,1.72,5.47,7.87,14.26,7.39,10.11
Free Cash Flow/Net Income,,,,,,-0.31,4.97,0.69,-12.91,-13.54,-17.0
