Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,
SG&A,,,,,,,,,,,
R&D,,,,,,,,,,,
Other,99.87,108.0,92.89,71.5,69.88,67.62,67.07,66.69,65.97,67.29,63.66
Operating Margin,0.13,-8.0,7.11,28.5,30.12,32.38,32.93,33.31,34.03,32.71,36.34
Net Int Inc & Other,-11.7,-11.28,-11.68,-11.69,-11.23,-10.29,-11.81,-9.73,-9.28,-9.39,-10.07
EBT Margin,-11.56,-19.28,-4.57,16.81,18.89,22.09,21.12,23.58,24.75,23.32,26.27
