Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,90.62,13.88,-28.18,-25.94,,,19.3,-1.91,-61.68,118.85,
Free Cash Flow Growth % YOY,125.51,10.93,-28.74,-44.92,,,29.57,5.72,-75.13,209.8,
Cap Ex as a % of Sales,1.8,1.89,1.72,2.17,2.18,2.15,2.02,1.52,1.94,2.49,1.9
Free Cash Flow/Sales %,6.75,6.28,5.53,2.85,-8.12,5.01,6.4,6.89,2.2,7.57,1.75
Free Cash Flow/Net Income,1.19,-0.84,6.05,1.55,-1.82,1.38,1.16,1.15,1.46,4.43,0.7
