Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,43.22,30.44,25.34,24.89,13.11,8.67,9.45,18.12,17.36,22.5,34.94
3-Year Average,99.52,48.69,32.79,26.86,20.98,15.36,10.39,12.0,14.91,19.3,
5-Year Average,93.7,80.89,66.99,38.77,27.03,20.2,16.06,14.69,13.27,15.1,
10-Year Average,,,,,100.9,52.59,44.89,38.39,25.38,20.92,
