Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-0.19,22.77,88.64,52.46,21.57,1.06,14.56,12.02,-1.0,3.03,-8.48
3-Year Average,11.37,10.59,32.22,52.27,51.78,23.27,12.07,9.05,8.31,4.54,
5-Year Average,88.36,35.87,26.19,31.22,33.78,34.11,32.27,19.17,9.32,5.76,
10-Year Average,,,33.44,,,58.93,34.06,22.63,19.77,18.94,
