Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,24.94,42.37,19.52,17.51,24.58,7.26,-14.84,-12.84,20.79,-2.42,
3-Year Average,12.9,19.24,28.58,25.98,20.5,16.23,4.4,-7.32,-3.57,0.9,
5-Year Average,16.27,22.76,19.62,18.95,25.49,21.72,9.83,3.11,3.68,-1.26,
10-Year Average,1.42,8.32,7.78,8.74,17.25,18.97,16.12,11.06,11.05,11.31,
