Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-19.09,-48.92,-34.75,21.43,-12.3,25.61,9.71,13.27,4.3,172.66,73.21
3-Year Average,0.44,-22.09,-35.39,-26.03,-11.43,10.18,6.52,16.0,9.03,47.69,
5-Year Average,-2.38,-12.19,-19.52,-17.82,-22.08,-14.92,-0.86,10.7,7.38,34.73,
10-Year Average,6.0,0.7,-7.02,-6.72,-8.23,-8.86,-6.7,-5.61,-6.06,2.46,
