Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,45.52,6.8,29.91,8.9,-1.87,11.25,6.28,7.98,0.23,3.27,
3-Year Average,20.98,19.12,26.39,14.75,11.55,5.93,5.08,8.48,4.77,3.78,
5-Year Average,18.63,15.91,19.69,19.05,16.62,10.53,10.42,6.41,4.66,5.73,
10-Year Average,21.93,20.34,20.57,17.82,15.28,14.51,13.13,12.86,11.62,11.04,
