Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-10.31,-54.7,7.78,-13.92,-64.87,221.59,26.15,0.98,22.19,-7.83,-49.01
3-Year Average,14.22,-14.83,-24.06,-25.09,-31.18,-0.92,12.53,60.01,15.89,4.38,
5-Year Average,33.7,2.38,-6.16,-10.53,-33.26,-13.84,5.75,4.38,11.95,35.77,
10-Year Average,11.69,5.81,6.11,16.51,-2.25,7.33,4.05,-1.03,0.08,-4.81,
