Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,-6.64,101.57,-43.17,20.22,22.41,46.35,1.24,-38.04,34.4,-36.58,
Free Cash Flow Growth % YOY,-27.8,196.67,-43.07,18.0,9.45,63.98,-0.36,-41.42,52.06,-41.66,
Cap Ex as a % of Sales,12.54,7.31,3.88,3.96,6.72,4.21,4.47,3.93,2.29,3.1,3.1
Free Cash Flow/Sales %,19.4,61.55,33.24,28.8,24.65,31.09,29.08,17.85,29.13,17.96,17.96
Free Cash Flow/Net Income,0.68,4.03,1.12,1.01,0.77,1.13,0.97,0.86,1.2,1.62,1.62
