Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.12,-4.01,-32.28,348.51,-98.01,813.65,139.08,-5.64,34.64,10.3,
3-Year Average,11.09,-22.17,-10.55,42.86,-60.73,-6.51,-24.2,174.18,44.82,11.9,
5-Year Average,,19.01,-2.28,7.44,-42.29,-11.89,5.75,13.01,-11.16,98.23,
10-Year Average,14.64,2.17,-5.72,15.54,-13.98,,12.18,5.09,-2.3,6.96,
