Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,58.53,61.72,62.46,62.84,65.21,67.09,68.87,65.61,60.12,57.25,59.37
Gross Margin,41.47,38.28,37.54,37.16,34.79,32.91,31.13,34.39,39.88,42.75,40.63
SG&A,12.12,11.12,11.81,11.15,10.87,11.18,12.16,12.93,13.15,13.41,12.99
R&D,,,,,,,,,,,
Other,8.45,8.53,9.73,9.79,9.64,11.05,10.37,10.31,10.35,10.6,11.01
Operating Margin,20.91,18.63,16.0,16.22,14.28,10.67,8.6,11.16,16.38,18.74,16.63
Net Int Inc & Other,-2.31,-2.4,-2.59,-2.54,-2.17,-2.21,-1.81,-3.44,-4.93,-1.48,-0.81
EBT Margin,18.6,16.23,13.42,13.68,12.11,8.46,6.79,7.71,11.45,17.26,15.82
