Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,43.2,72.79,-30.64,74.6,-17.15,181.99,30.62,0.24,
3-Year Average,,,21.83,,19.73,27.91,0.11,59.78,45.05,54.56,
5-Year Average,,,,,16.73,,19.94,37.35,29.88,39.8,
10-Year Average,,,,,,,,,,27.75,
