Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,192.06,-51.0,28.39,-14.84,45.47,-59.5,-15.3,-24.23,18.19,12.95,
Free Cash Flow Growth % YOY,1251.79,-63.14,57.33,-32.62,57.27,-87.25,-60.63,226.03,30.44,90.66,
Cap Ex as a % of Sales,0.68,0.98,0.7,1.08,1.26,1.49,1.62,0.81,0.89,0.34,0.4
Free Cash Flow/Sales %,5.79,2.02,3.31,2.02,3.02,0.43,0.19,0.65,0.85,1.63,1.46
Free Cash Flow/Net Income,1.99,0.71,1.13,0.62,0.91,0.28,-1.12,-2.86,1.89,5.24,1.78
