Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,24.82,-20.36,69.67,6.29,-3.0,-13.7,8.58,-19.15,61.15,-6.61,1.49
3-Year Average,28.12,9.77,19.03,12.83,20.49,-3.82,-3.13,-8.84,12.26,6.76,
5-Year Average,51.3,20.78,23.23,18.99,11.7,3.75,10.39,-4.82,3.44,2.66,
10-Year Average,7.49,20.86,41.14,26.3,25.45,25.29,15.47,8.3,10.94,7.08,
