Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,7.32,32.53,9.75,0.48,-20.4,17.97,16.94,1.52,34.53,11.28,
3-Year Average,10.24,4.53,16.0,13.48,-4.25,-1.92,3.17,11.88,16.89,14.97,
5-Year Average,,13.18,14.28,4.72,4.54,6.54,3.9,2.29,8.44,15.96,
10-Year Average,17.26,17.13,15.43,15.05,12.64,,8.44,8.12,6.57,10.1,
