Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-2.56,-50.0,106.32,28.57,39.29,11.4,18.93,-30.75,18.32,-56.69,-89.72
3-Year Average,14.67,-12.95,0.17,9.87,54.59,25.88,22.65,-2.83,-0.86,-29.2,
5-Year Average,30.34,-1.6,9.24,11.84,12.47,15.53,37.39,10.44,8.62,-14.01,
10-Year Average,35.38,19.88,16.52,,31.91,22.71,16.27,9.84,10.22,-1.66,
