Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,14.5,34.68,3.85,-7.64,20.19,-4.38,53.17,1.4,-15.41,-1013.17
3-Year Average,,29.24,30.89,17.0,8.91,4.85,2.01,20.74,14.09,9.52,
5-Year Average,,15.03,29.33,24.73,16.55,12.19,8.22,11.04,10.51,8.59,
10-Year Average,,,,40.09,,13.76,11.58,19.84,17.41,12.5,
