Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-14.5,45.69,11.54,29.92,-9.79,-79.71,-40.83,45.75,-0.65,-4.58,
3-Year Average,64.92,44.55,11.58,28.29,9.34,-38.05,-52.33,-44.07,-5.02,11.38,
5-Year Average,,,48.78,34.35,10.24,-17.32,-30.95,-27.16,-30.96,-30.18,
10-Year Average,,,,,,,,4.1,-3.69,-12.27,
