Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,49.94,31.88,16.42,40.07,33.29,20.02,20.37,16.05,20.98,8.63,9.06
3-Year Average,53.83,47.04,32.04,29.07,29.53,30.86,24.41,18.8,19.12,15.11,
5-Year Average,56.28,50.21,41.08,38.98,33.86,28.03,25.71,25.64,22.01,17.12,
10-Year Average,,47.29,43.44,42.08,42.46,41.45,37.42,33.13,30.22,25.21,
