Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,18.21,29.19,6.83,7.75,7.04,9.27,25.66,39.97,10.93,6.36,4.13
3-Year Average,12.77,19.15,17.72,14.14,7.21,8.01,13.7,24.33,24.96,18.2,
5-Year Average,22.53,43.25,14.63,14.25,13.48,11.71,11.09,17.26,17.94,17.79,
10-Year Average,22.0,22.07,18.61,17.67,17.08,16.99,26.15,15.94,16.08,15.61,
