Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,461.82,-27.84,-33.76,-54.44,-53.24,1275.57,,,,,
3-Year Average,8.35,-3.66,38.99,-39.84,-47.94,43.1,,,,,
5-Year Average,,26.53,-9.47,-23.05,-10.57,6.97,,,,,
10-Year Average,,,,,,,,,,,
