Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,32.25,-43.68,40.33,-16.58,175.16,17.02,-21.6,19.41,21.33,-1.38,1.24
3-Year Average,33.68,-5.65,1.49,-12.96,47.68,39.01,36.16,3.09,4.34,12.63,
5-Year Average,34.91,25.51,13.55,-0.34,19.13,16.25,24.2,20.25,29.61,5.56,
10-Year Average,,12.82,15.68,11.17,29.83,25.23,24.85,16.86,13.65,12.14,
