Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,22.22,,,-70.71,32.76,-40.26,602.17,-69.35,-17.17,-41.46,608.7
3-Year Average,28.65,,54.2,-4.22,,-38.53,77.25,8.74,21.25,-47.03,
5-Year Average,56.64,,44.9,5.21,7.35,-6.97,,-12.94,7.17,-9.02,
10-Year Average,,,,,,20.72,41.55,12.31,6.18,-1.17,
