Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,9.89,11.06,11.6,12.39,13.31,15.63,17.23,19.73,18.76,16.37,16.52
Gross Margin,90.11,88.94,88.4,87.61,86.69,84.37,82.77,80.27,81.24,83.63,83.48
SG&A,58.88,58.5,56.92,50.41,49.8,50.5,50.61,50.92,46.76,45.74,46.31
R&D,14.74,18.2,17.47,19.28,17.25,17.42,17.69,17.62,17.22,14.31,14.47
Other,1.95,1.51,2.94,0.81,0.74,1.34,1.43,2.11,6.58,4.59,3.29
Operating Margin,14.54,10.74,11.07,17.11,18.9,15.11,13.05,9.62,10.69,18.99,19.42
Net Int Inc & Other,3.48,1.7,0.94,0.7,0.61,0.75,0.25,-0.85,-1.17,-0.95,-0.67
EBT Margin,18.03,12.44,12.01,17.81,19.51,15.86,13.29,8.77,9.52,18.04,18.75
