Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,13.22,-8.66,10.86,7.94,6.58,5.53,-3.01,4.28,0.17,-2.52,-1.75
3-Year Average,16.82,8.24,4.66,3.01,8.44,6.68,2.94,2.19,0.44,0.61,
5-Year Average,15.94,10.38,10.05,8.7,5.69,4.22,5.47,4.19,2.65,0.83,
10-Year Average,16.67,11.51,7.78,6.84,9.31,9.92,7.9,7.08,5.63,3.23,
