Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,51.0,50.36,48.06,53.61,49.28,48.81,55.78,57.26,58.41,59.56,57.8
Gross Margin,49.0,49.64,51.94,46.39,50.72,51.19,44.22,42.74,41.59,40.44,42.2
SG&A,22.38,21.85,21.74,22.63,22.7,23.56,32.76,30.93,31.04,26.95,24.47
R&D,6.75,7.03,7.3,7.12,6.81,7.76,6.18,5.69,6.05,6.37,5.67
Other,0.62,,,,,,,,,,
Operating Margin,19.25,20.76,22.9,16.63,21.2,19.88,5.27,6.12,4.5,7.12,12.05
Net Int Inc & Other,-0.48,-0.83,-1.14,-1.92,-0.99,0.49,-1.29,-1.55,-0.21,41.62,-0.52
EBT Margin,18.77,19.94,21.76,14.72,20.22,20.36,3.98,4.57,4.29,48.75,11.53
