Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,6.04,21.31,18.3,24.1,24.72,2.97,5.81,-2.85
3-Year Average,,,,,,15.02,21.22,22.34,16.81,10.76,
5-Year Average,,,,,,,,18.69,18.0,14.81,
10-Year Average,,,,,,,,,,,
