Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,16.1,-3.25,6.08,3.4,-10.91,9.86,5.92
3-Year Average,,,,,,,6.01,2.0,-0.77,0.4,
5-Year Average,,,,,,,,,1.88,0.76,
10-Year Average,,,,,,,,,,,
