Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-8.25,6.78,-11.36,-0.05,142.03,30.83,-12.74,0.59,24.78,15.3,-14.43
3-Year Average,0.2,1.88,-4.59,-1.83,28.95,46.82,40.33,4.72,3.08,13.11,
5-Year Average,1.69,3.06,-0.98,-1.29,16.0,24.54,19.61,22.67,28.24,10.56,
10-Year Average,28.15,7.14,3.53,2.86,9.82,12.53,11.03,10.22,12.51,13.25,
