Key Net Income %,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Year over Year,,,-25.0,54.48,14.57,68.33,13.95,10.09,6.47,8.79,
3-Year Average,,,,3.69,9.9,43.89,30.01,28.3,10.13,8.44,
5-Year Average,,,,,,16.54,20.55,30.17,20.83,19.59,
10-Year Average,,,,,,,,,,,
