Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-3.47,23.15,65.13,59.7,14.0,0.77,12.21,17.3,0.23,15.01,
3-Year Average,12.84,11.52,25.21,48.09,44.33,22.42,8.83,9.87,9.68,10.58,
5-Year Average,78.63,22.67,23.92,29.61,29.01,30.12,27.73,19.28,8.67,8.86,
10-Year Average,,,27.18,,,52.46,25.17,21.58,18.68,18.51,
