Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,471.44,-61.85,399.41,29.86,53.08,11.6,10.27,26.07,-11.49,60.08,
Free Cash Flow Growth % YOY,1553.95,-74.63,679.02,32.63,54.82,10.83,12.3,26.09,-16.48,70.19,
Cap Ex as a % of Sales,4.58,3.43,3.47,2.72,2.73,2.91,2.14,2.28,3.09,2.1,1.94
Free Cash Flow/Sales %,29.39,4.65,30.35,29.87,34.62,33.74,32.13,34.3,23.74,33.31,36.22
Free Cash Flow/Net Income,1.82,-0.07,1.05,1.23,1.27,1.28,1.44,1.32,1.37,1.87,1.31
