Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,16.21,-1.21,-24.74,42.68,25.86,0.96,3.53,11.68,-3.39,13.06,9.12
3-Year Average,14.76,7.03,-4.76,1.99,10.56,21.94,9.57,5.29,3.76,6.85,
5-Year Average,14.3,11.39,2.36,5.65,9.18,6.16,7.16,15.96,7.25,4.98,
10-Year Average,11.67,11.1,4.89,7.89,11.71,10.15,9.25,8.95,6.45,7.06,
