Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,-46.68,-98.63,544.44,,,574.56,-60.21,,
3-Year Average,,25.12,36.1,,-63.91,,133.11,136.68,,,
5-Year Average,,,11.26,-57.25,-25.98,,-37.9,3.17,102.44,,
10-Year Average,,14.78,11.18,-34.73,-14.35,,,7.14,-6.97,,
