Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,100.94,109.16,68.0,80.0,88.24,79.64,66.76,67.79,79.8,58.49,58.49
Gross Margin,-0.94,-9.16,32.0,20.0,11.76,20.36,33.24,32.21,20.2,41.51,41.51
SG&A,7.79,7.37,6.22,6.74,7.53,6.19,4.32,4.44,5.31,3.66,3.66
R&D,11.64,13.47,7.36,9.0,11.15,10.26,8.38,9.51,13.04,8.98,8.98
Other,6.93,4.89,-0.32,-4.39,0.51,1.3,1.66,-0.26,0.49,,
Operating Margin,-27.31,-34.89,18.73,8.66,-7.43,2.6,18.87,18.52,1.35,28.88,28.88
Net Int Inc & Other,-0.27,-3.66,3.9,-2.39,-1.72,11.56,-2.16,-2.4,-3.62,-3.31,-3.31
EBT Margin,-27.58,-38.56,22.64,6.27,-9.16,14.16,16.71,16.11,-2.27,25.57,25.57
