Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,293.36,-19.01,-27.07,-83.37,-19.08,1491.38,,,,,44.8
3-Year Average,12.0,1.65,32.45,-53.86,-53.87,28.9,,,,,
5-Year Average,,25.49,-3.66,-33.77,-20.75,4.81,,,,,
10-Year Average,,,,,,,,,,,
