Key Cash Flow Ratios,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Operating Cash Flow Growth % YOY,,,-68.45,158.54,-40.86,130.09,3.96,49.06,14.7,4.09,
Free Cash Flow Growth % YOY,,,,,,,,1897.56,,,
Cap Ex as a % of Sales,27.31,29.26,12.82,29.44,23.7,40.7,15.31,11.83,26.35,25.3,26.48
Free Cash Flow/Sales %,-17.95,-0.1,-3.34,-7.47,-13.0,-22.23,0.48,8.16,-6.04,-5.51,-9.82
Free Cash Flow/Net Income,-1.22,-0.01,-0.34,-0.55,-1.01,-1.37,0.03,0.57,-0.45,-0.4,-0.68
