Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.07,-1.28,4.51,-3.38,-6.04,-0.83,3.37,4.2,10.49,5.59,0.81
3-Year Average,2.68,1.25,1.74,-0.1,-1.73,-3.44,-1.24,2.23,5.97,6.72,
5-Year Average,3.1,2.09,2.24,0.94,-0.89,-1.46,-0.55,-0.61,2.09,4.5,
10-Year Average,6.25,5.64,6.15,4.28,1.94,0.8,0.76,0.8,1.52,1.77,
