Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,292.86,,,266.67,178.79,9.78,-5.94,18.95,5.31,7.56,-3.85
3-Year Average,30.49,,-14.81,-16.93,,123.89,42.26,7.09,5.62,10.45,
5-Year Average,35.59,,-19.16,38.54,48.56,13.63,,65.87,29.24,6.83,
10-Year Average,36.22,,,18.59,24.31,24.39,20.67,16.84,33.69,25.45,
