Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,8.52,12.88,9.2,6.68,,,,
Free Cash Flow/Sales %,,,,-531.91,-649.87,-846.82,-363.77,,,,
Free Cash Flow/Net Income,,3.34,0.7,1.05,-0.65,0.47,-2.59,2.41,0.83,4.81,4.81
