Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,-12.6,14.83,16.62,27.7,9.52,-0.71,17.42
3-Year Average,,,,,,,5.39,19.58,17.71,11.56,
5-Year Average,,,,,,,,,10.36,13.21,
10-Year Average,,,,,,,,,,,
