Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,-11.15,-11.03,37.08,56.84,-36.58,-11.03,3.34,2.74,12.31,
Free Cash Flow Growth % YOY,,-48.83,-28.61,169.14,57.02,-83.29,-4.96,23.47,117.45,-4.62,
Cap Ex as a % of Sales,16.07,17.02,15.69,14.72,22.33,21.93,18.81,18.29,15.21,18.29,18.71
Free Cash Flow/Sales %,14.81,6.5,4.47,11.34,17.24,2.84,2.63,3.14,6.84,6.54,7.05
Free Cash Flow/Net Income,1.08,0.75,0.52,1.27,1.7,0.4,0.27,0.3,0.77,0.67,0.49
