Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,116.67,15.38,6.67,-18.75,38.46,,,,
3-Year Average,,,,,38.67,,6.27,,4.89,,
5-Year Average,,,,,,,24.57,,,,
10-Year Average,,,,,,,,,,,
