Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,61.61,,,,,-25.74,416.0,39.53,8.33,-3.25,
3-Year Average,,,,,,,,74.86,98.32,13.51,
5-Year Average,,,,,-14.73,-27.01,,,,41.16,
10-Year Average,,,,,-0.96,,,,12.08,9.71,
