Key Efficiency Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Days Sales Outstanding,,17567.67,,,,116.11,90.16,101.22,156.06,145.99,145.99
Days Inventory,,,,,,,,,,,
Payables Period,100.82,265.19,242.79,181.47,179.25,168.59,149.77,122.91,205.1,252.93,252.93
Cash Conversion Cycle,,,,,,,,,,,
Receivables Turnover,,0.02,,,,3.14,4.05,3.61,2.34,2.5,2.5
Inventory Turnover,,,,,,,,,,,
Fixed Assets Turnover,,0.68,,,,95.56,126.91,24.73,16.85,85.37,85.37
Asset Turnover,,,,,,0.47,0.44,0.29,0.1,0.1,0.1
