Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,,,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,87.81,80.23,80.71,84.76,80.22
Gross Margin,,,,,,,12.19,19.77,19.29,15.24,19.78
SG&A,,,,,,,3.23,2.91,3.15,3.85,2.78
R&D,,,,,,,0.68,0.72,0.62,0.35,0.27
Other,,,,,,,27.59,7.26,6.96,7.71,6.76
Operating Margin,,,,,,,-19.31,8.88,8.55,3.33,9.97
Net Int Inc & Other,,,,,,,-2.54,-9.36,-11.56,-5.07,-2.52
EBT Margin,,,,,,,-21.85,-0.48,-3.01,-1.74,7.44
