Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,65.31,63.27,61.35,59.97,60.43,60.76,61.21,61.9,61.48,58.55,55.28
Gross Margin,34.69,36.73,38.65,40.03,39.57,39.24,38.79,38.1,38.52,41.45,44.72
SG&A,10.39,10.01,9.82,9.69,8.86,8.91,8.49,9.07,9.58,9.68,9.53
R&D,,,,,,,,,,,
Other,7.28,-0.68,-1.25,-0.7,-0.88,-0.88,-0.88,0.07,0.82,0.31,-4.7
Operating Margin,17.02,27.39,30.08,31.04,31.58,31.21,31.18,28.97,28.12,31.45,39.89
Net Int Inc & Other,-1.35,-1.21,-1.56,-1.96,-1.92,-1.91,-1.99,-2.1,-2.32,-3.57,-4.06
EBT Margin,15.68,26.18,28.52,29.08,29.67,29.31,29.19,26.86,25.8,27.89,35.83
