Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-6.72,11.71,-2.42,12.4,35.29,-8.15,-15.38,11.19,1.89,-68.52,15.91
3-Year Average,,8.16,0.56,7.01,14.06,11.78,1.69,-4.75,-1.4,-29.08,
5-Year Average,11.3,,,6.77,9.11,8.77,2.89,5.61,3.56,-22.63,
10-Year Average,,,,,,10.03,,,5.15,-8.12,
