Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-27.52,-9.63,27.22,15.81,22.49,18.03,28.06,0.43,-70.63,24.43
3-Year Average,22.75,0.54,-13.15,-5.9,10.02,21.75,18.75,22.79,14.93,-27.71,
5-Year Average,23.04,9.37,3.91,3.16,-0.71,3.4,14.0,22.23,16.58,-11.39,
10-Year Average,,8.66,8.04,16.06,14.2,12.79,11.66,12.7,9.67,-6.2,
