Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,469.76,,,77.48,102.98,-85.16,1224.0,-65.54,625.68,,
3-Year Average,,,28.24,-13.07,,-18.84,58.58,-12.19,221.1,,
5-Year Average,,,,,50.01,-27.68,,19.52,58.4,,
10-Year Average,,,,,,,,,,,
